AIRPORTIATACODE,ID,AIRPORTICAOCODE,TERMINALCODE,AIRPORTNAME,CITYCODE,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
AEI,107,,,Algeciras Rail Station,AEI,Algeciras,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.128898,-5.441301,
AEK,108,,,Aseki Airport,AEK,Aseki,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.366667,146.283333,
AEL,109,KAEL,,Albert Lea Airport,AEL,Albert Lea,US,US_MN,U.S.A.,USA,NAME,Minnesota,North America,AM,America,1,43.65,-93.366667,
AEM,110,,,Amgu Airport,AEM,Amgu,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,45.841667,137.678333,
AEO,111,GQNA,,Aioun El Atrouss Airport,AEO,Aioun El Atrouss,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,16.709167,-9.635556,
AEP,112,SABE,,Jorge Newbery Airport,BUE,Buenos Aires,AR,AR_BA,Argentina,ARG,SAME,Buenos Aires,South America,AM,America,1,-34.556221,-58.41667,
AEQ,113,,,Ar Horqin Airport,CIF,Chifeng,CN,CNMOG,China,CHN,NEAS,Inner Mongolia,North East Asia,AS,Asia,1,43.908056,120.150278,
AER,114,URSS,,Sochi International Airport,AER,Sochi,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,43.44884,39.941106,
AES,115,ENAL,,Vigra Alesund Airport,AES,Aalesund,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,62.559644,6.116605,
AET,116,,,Allakaket Airport,AET,Allakaket,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,66.553651,-152.610527,
AEU,117,OIBA,,Abu Musa Airport,AEU,Abu Musa,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,25.875475,55.033913,
AEX,118,KAEX,,Alexandria International Airport,AEX,Alexandria,US,US_LA,U.S.A.,USA,NAME,Louisiana,North America,AM,America,1,31.322573,-92.542568,
AEY,119,BIAR,,Akureyri Airport,AEY,Akureyri,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,65.654567,-18.075068,
AFA,120,SAMR,,San Rafael Airport,AFA,San Rafael,AR,AR_MD,Argentina,ARG,SAME,Mendoza,South America,AM,America,1,-34.589167,-68.400556,
AFD,121,FAPA,,Port Alfred Airport,AFD,Port Alfred,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-33.583333,26.883333,
AFF,122,KAFF,,United States Air Force Academy Airport,COS,Colorado Springs,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,38.972,-104.822,
AFI,123,,,Amalfi Airport,AFI,Amalfi,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.916667,-75.066667,
AFK,124,,,Kondavattavan Tank Sea Plane Base,ADP,Ampara,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,7.291944444,81.63527778,
AFL,125,SBAT,,Alta Floresta Airport,AFL,Alta Floresta,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-9.872456,-56.104768,
AFN,126,KAFN,,Jaffrey Municipal Airport,AFN,Jaffrey,US,US_NH,U.S.A.,USA,NAME,New Hampshire,North America,AM,America,1,42.833333,-72.066667,
AFO,127,KAFO,,Afton Municipal Airport,AFO,Afton,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,42.733333,-110.933333,
AFR,128,,,Afore Airport,AFR,Afore,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-9.133333,148.383333,
AFS,129,UTSN,,Zarafshan Airport,AFS,Zarafshan,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,41.613611,64.233056,
AFT,130,,,Afutara Aerodrome,AFT,Afutara,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.2,160.85,
AFW,131,KAFW,,Fort Worth Alliance Airport,FTW,Fort Worth,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.985651,-97.315295,
AFY,132,LTAH,,Afyon Airport,AFY,Afyon,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,38.733333,30.6,
AFZ,133,,,Sabzevar Airport,AFZ,Sabzevar,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,36.171512,57.60332,
AGA,134,GMAD,,Agadir Al Massira Airport,AGA,Agadir,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,30.328562,-9.410592,
AGB,135,EDMA,,Augsburg Airport,AGB,Augsburg,DE,DEBAV,Germany,DEU,WEUR,Bavaria,Western Europe,EU,Europe,1,48.425278,10.931667,
AGC,136,KAGC,,Allegheny County Airport,PIT,Pittsburgh,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.354722,-79.93,
AGD,137,,,Anggi Airport,AGD,Anggi,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-1.383333,133.866667,
AGE,138,EDWG,,Flugplatz Airport,AGE,Wangerooge,DE,DELOW,Germany,DEU,WEUR,Lower Saxony,Western Europe,EU,Europe,1,53.783333,7.916667,
AGF,139,LFBA,,La Garenne Airport,AGF,Agen,FR,FRAQU,France,FRA,WEUR,New Aquitaine,Western Europe,EU,Europe,1,44.173611,0.598611,
AGG,140,,,Angoram Airport,AGG,Angoram,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.168611,144.073889,
AGH,141,ESDB,,Angelholm Helsingborg Airport,AGH,Angelholm,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,56.287066,12.867092,
AGI,142,,,Wageningen Airport,AGI,Wageningen,SR,,Suriname,SUR,SAME,,South America,AM,America,1,5.833333,-56.833333,
AGJ,143,RORA,,Aguni Airport,AGJ,Aguni,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,26.589722,127.238056,
AGK,144,,,Kagua Airport,AGK,Kagua,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.403333,143.846667,
AGL,145,,,Wanigela Airport,AGL,Wanigela,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-9.340278,149.155278,
AGM,146,BGAM,,Ammassalik Heliport,AGM,Tasiilaq,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,65.612256,-37.61831,
AGN,147,,,Angoon Seaplane Base,AGN,Angoon,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.496784,-134.568858,
AGO,148,KAGO,,Magnolia Municipal Airport,AGO,Magnolia,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,33.266667,-93.233333,
AGP,149,LEMG,,Malaga Airport,AGP,Malaga,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.675181,-4.489616,
AGQ,150,LGAG,,Agrinion Airport,AGQ,Agrinion,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,38.604167,21.351944,
AGR,151,VIAG,,Kheria Airport,AGR,Agra,IN,INTTH,India,IND,SASI,Uttar Pradesh,South Asia,AS,Asia,1,27.158333,77.962778,
AGS,152,KAGS,,Augusta Regional Airport,AGS,Augusta,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,33.373666,-81.973438,
AGT,153,SGES,,Guarani International Airport,AGT,Ciudad del Este,PY,,Paraguay,PRY,SAME,,South America,AM,America,1,-25.455507,-54.843581,
AGU,154,MMAS,,Jesus Teran Peredo International Airport,AGU,Aguascalientes,MX,,Mexico,MEX,NAME,,North America,AM,America,1,21.705535,-102.317818,
AGV,155,SVAC,,Acarigua Airport,AGV,Acarigua,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,9.552222,-69.233333,
AGW,156,,,Agnew Airport,AGW,Agnew,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-12.15,142.15,
AGX,157,VOAT,,Agatti Island Airport,AGX,Agatti Island,IN,INLAK,India,IND,SASI,Lakshadweep,South Asia,AS,Asia,1,10.828967,72.179874,
AGY,158,,,Munich Augsburg Hbf Rail Station,AGY,Argyle Downs,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,48.36555556,10.88638889,
AGZ,159,,,Aggeneys Airport,AGZ,Aggeneys,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-29.05,18.85,
AHB,160,OEAB,,Abha Regional Airport,AHB,Abha,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,18.23429,42.657575,
AHC,161,KAHC,,Amedee Army Air Field,AHC,Herlong,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,40.15,-120.133333,
AHD,162,,,Ardmore Downtown Executive Airport,ADM,Ardmore,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,34.146941,-97.122714,
AHE,163,,,Ahe Airport,AHE,Ahe,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-14.428056,-146.256944,
AHF,164,,,Arapahoe Municipal Airport,AHF,Arapahoe,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,40.3,-99.9,
AHH,165,KAHH,,Amery Municipal Airport,AHH,Amery,US,US_WI,U.S.A.,USA,NAME,Wisconsin,North America,AM,America,1,45.3,-92.35,
AHI,166,,,Amahai Airport,AHI,Amahai,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.333333,128.916667,
AHJ,167,ZUHY,,Hongyuan Airport,AHJ,Hongyuan,CN,CNSIC,China,CHN,NEAS,Sichuan,North East Asia,AS,Asia,1,32.527401,102.357396,
AHL,168,SYAH,,Aishalton Airport,AHL,Aishalton,GY,,Guyana,GUY,SAME,,South America,AM,America,1,2.483333,-59.316667,
AHM,169,,,Ashland - Sumner Parker Fi,AHM,Ashland,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,42.19027778,-122.6605556,
AHN,170,KAHN,,Athens-Ben Epps Airport,AHN,Athens,US,US_GA,U.S.A.,USA,NAME,Georgia,North America,AM,America,1,33.951951,-83.324725,
AHO,171,LIEA,,Alghero-Fertilia Airport,AHO,Alghero,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,40.630405,8.295891,
AHS,172,,,Ahuas Airport,AHS,Ahuas,HN,,Honduras,HND,CAME,,Central America,AM,America,1,15.441667,-84.425,
AHU,173,GMTA,,Charif Al Idrissi Airport,AHU,Al Hoceima,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,35.179722,-3.836944,
AHW,174,,,Saih Rawl,AHW,Saihrawl,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,21.34277778,56.76555556,
AHY,175,,,Ambatolahy Airport,AHY,Ambatolahy,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-20.016667,45.533333,
AHZ,176,,,Alpe D Huez Airport,AHZ,L'Alpe D'Huez,FR,FRAUR,France,FRA,WEUR,Auvergne and Rhone-Alpes,Western Europe,EU,Europe,1,45.083333,6.083333,
AIA,177,KAIA,,Alliance Airport,AIA,Alliance,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,42.051667,-102.806667,
AIC,178,,,Ailinglapalap Airok Airport,AIC,Airok,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,7.279167,168.825556,
AID,179,KAID,,Anderson Municipal Airport,AID,Anderson,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,40.166667,-85.683333,
AIE,180,,,Aiome Airport,AIE,Aiome,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.166667,144.666667,
AIF,181,SBAS,,Assis Airport,AIF,Assis,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-22.666667,-50.416667,
AIG,182,FEFY,,Yalinga Airport,AIG,Yalinga,CF,,Central African Republic,CAF,SAFR,,Subsaharan Africa,AF,Africa,1,6.516667,23.25,
AIH,183,,,Aiambak Airport,AIH,Aiambak,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.348611,141.266389,
AII,184,,,Ali-Sabieh Airport,AII,Ali-Sabieh,DJ,,Djibouti,DJI,SAFR,,Subsaharan Africa,AF,Africa,1,11.15,42.716667,
AIK,185,KAIK,,Aiken Municipal Airport,AIK,Aiken,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,33.649014,-81.684066,
AIL,186,,,Ailigandi Airport,AIL,Ailigandi,PA,,Panama,PAN,CAME,,Central America,AM,America,1,9.25,-78.083333,
AIM,187,,,Ailuk Island Airport,AIM,Ailuk Island,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,10.2,169.983333,
AIN,188,PAWT,,Wainwright Airport,AIN,Wainwright,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,70.61361111,-159.8669444,
AIO,189,KAIO,,Atlantic Municipal Airport,AIO,Atlantic,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,41.4,-95.016667,
AIP,190,,,Adampur Airport,AIP,Adampur,IN,INPUN,India,IND,SASI,Punjab,South Asia,AS,Asia,1,31.433056,75.760556,
AIR,191,,,Aripuana Airport,AIR,Aripuana,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-10.25,-59.383333,
AIS,192,,,Arorae Island Airport,AIS,Arorae Island,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,-2.65,176.833333,
AIT,193,NCAI,,Aitutaki Airport,AIT,Aitutaki,CK,,Cook Islands,COK,OCEA,,Oceania,OC,Oceania,1,-18.829443,-159.766992,
AIU,194,NCAT,,Atiu Island Airport,AIU,Atiu Island,CK,,Cook Islands,COK,OCEA,,Oceania,OC,Oceania,1,-19.967872,-158.119014,
AIV,195,KAIV,,George Downer Airport,AIV,Aliceville,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,33.133333,-88.15,
AIW,196,,,Ai-Ais Airport,AIW,Ai-Ais,NA,,Namibia,NAM,SAFR,,Subsaharan Africa,AF,Africa,1,-27.983333,17.583333,
AIX,197,,,Aix-en-Provence Daix Bus St,AIX,Aix en Provence,FR,FRPRO,France,FRA,WEUR,Provence Alpes Cote d'Azur,Western Europe,EU,Europe,1,45.68833333,5.909444444,
AIZ,198,KAIZ,,Lee C Fine Memorial Airport,AIZ,Lake Ozark,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,38.098333,-92.547222,
AJA,199,LFKJ,,Ajaccio Napoleon Bonaparte Airport,AJA,Ajaccio,FR,FRCOR,France,FRA,WEUR,Corsica,Western Europe,EU,Europe,1,41.919867,8.794013,
AJF,200,OESK,,Jouf Airport,AJF,Jouf,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,29.788668,40.101486,
AJI,201,LTCO,,Agri Airport,AJI,Agri,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.65,43.025,
AJJ,202,GQNJ,,Akjoujt Airport,AJJ,Akjoujt,MR,,Mauritania,MRT,SAFR,,Subsaharan Africa,AF,Africa,1,19.730556,-14.374444,
AJK,203,OIHR,,Arak Airport,AJK,Arak,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,34.134875,49.842483,
AJL,204,VEAZ,,Aizawl Airport,AJL,Aizawl,IN,INMIZ,India,IND,SASI,Mizoram,South Asia,AS,Asia,1,23.838986,92.624815,
AJN,205,FMCV,,Ouani Airport,AJN,Anjouan,KM,,Comoros,COM,SAFR,,Subsaharan Africa,AF,Africa,1,-12.131109,44.430473,
AJR,206,ESNX,,Arvidsjaur Airport,AJR,Arvidsjaur,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,65.591389,19.285556,
AJS,207,,,Abreojos Airport,AJS,Abreojos,MX,,Mexico,MEX,NAME,,North America,AM,America,1,26.833333,-113.666667,
AJU,208,SBAR,,Aracaju Airport,AJU,Aracaju,BR,BR_SE,Brazil,BRA,SAME,Sergipe,South America,AM,America,1,-10.987206,-37.072791,
AJY,209,DRZA,,Manu Dayak International Airport,AJY,Agades,NE,,Niger,NER,SAFR,,Subsaharan Africa,AF,Africa,1,16.964167,7.993056,
AKA,210,,,Ankang Airport,AKA,Ankang,CN,CNSHA,China,CHN,NEAS,Shaanxi,North East Asia,AS,Asia,1,32.7091,108.936,
AKB,211,,,Atka Airport,AKB,Atka,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,52.217222,-174.200833,
AKC,212,KAKR,,Akron Fulton International Airport,CAK,Akron,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,41.035899,-81.468098,
AKD,213,VAAK,,Akola Airport,AKD,Akola,IN,INMAH,India,IND,SASI,Maharashtra,South Asia,AS,Asia,1,20.666667,77.083333,
AKE,214,,,Akieni Airport,AKE,Akieni,GA,,Gabon,GAB,SAFR,,Subsaharan Africa,AF,Africa,1,-1.172222,13.916667,
AKF,215,HLKF,,Kufra Airport,AKF,Kufra,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,24.183924,23.320841,
AKG,216,,,Anguganak Airport,AKG,Anguganak,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.633333,142.016667,
AKH,217,OEKJ,,Prince Sultan Air Base,AKH,Al Kharj,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,24.063333,47.580556,
AKI,218,,,Akiak Airport,AKI,Akiak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.905556,-161.223333,
AKJ,219,RJEC,,Asahikawa Airport,AKJ,Asahikawa,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,43.671091,142.454546,
AKK,220,,,Akhiok Sea Plane Base,AKK,Akhiok,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,56.944444,-154.166667,
AKL,221,NZAA,,Auckland International Airport,AKL,Auckland,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-37.004786,174.783524,
AKM,222,,,Zakouma Airport,AKM,Zakouma,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,10.883333,19.816667,
AKN,223,PAKN,,King Salmon Airport,AKN,King Salmon,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.682741,-156.669016,
AKO,224,KAKO,,Colorado Plains Rgnl,AKO,Akron,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,40.166667,-103.216667,
AKP,225,PAKP,,Anaktuvuk Airport,AKP,Anaktuvuk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,68.1375,-151.74,
AKQ,226,,,Gunung Batin Airport,AKQ,Astraksetra,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-4.616667,105.233333,
AKR,227,DNAK,,Akure Airport,AKR,Akure,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,7.250303,5.300223,
AKS,228,AGGA,,Gwaunaru/u Airport,AKS,Auki,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-8.70428,160.681469,
AKT,229,LCRA,,Akrotiri RAF Station,AKT,Akrotiri,CY,,Cyprus,CYP,SEUR,,Southern Europe,EU,Europe,1,34.590395,32.987887,
AKU,230,ZWAK,,Aksu Airport,AKU,Aksu,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,41.259984,80.292618,
AKV,231,CYKO,,Akulivik Airport,AKV,Akulivik,CA,CA_QC,Canada,CAN,NAME,Quebec,North America,AM,America,1,60.733333,-78.583333,
AKW,232,OIAG,,Aghajari Airport,AKW,Aghajari,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,30.75,49.683333,
AKX,233,UATT,,Aktobe Airport,AKX,Aktyubinsk,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,50.249336,57.211403,
AKY,234,VYSW,,Sittwe Civil Airport,AKY,Sittwe,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,20.130278,92.880278,
ALA,235,UAAA,,Almaty Airport,ALA,Almaty,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,43.346652,77.011455,
ALB,236,KALB,,Albany International Airport,ALB,Albany,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,42.745279,-73.809556,
ALC,237,LEAL,,Alicante-Elche Airport,ALC,Alicante,ES,ESVAL,Spain,ESP,SEUR,Valencian Community,Southern Europe,EU,Europe,1,38.287098,-0.557381,
ALD,238,SPAR,,Alerta Airport,ALD,Alerta,PE,,Peru,PER,SAME,,South America,AM,America,1,-11.683333,-69.333333,
ALE,239,,,Alpine-Casparis Municipal Airport,ALE,Alpine,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,30.3871,-103.680778,
ALF,240,ENAT,,Alta Airport,ALF,Alta,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.977167,23.355809,
ALG,241,DAAG,,Houari Boumediene Airport,ALG,Algiers,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.697892,3.207136,
ALH,242,YABA,,Albany Airport,ALH,Albany,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-34.944997,117.804001,
ALI,243,KALI,,Alice International Airport,ALI,Alice,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,27.7409,-98.026901,
ALJ,244,FAAB,,Alexander Bay Airport,ALJ,Alexander Bay,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.574996,16.53333,
ALK,245,,,Asela Airport,ALK,Asela,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,7.966667,39.116667,
ALL,246,LIMG,,Albenga Airport,ALL,Albenga,IT,,Italy,ITA,SEUR,,Southern Europe,EU,Europe,1,44.05,8.216667,
ALM,247,KALM,,Alamogordoâ€“White Sands Regional Airport,ALM,Alamogordo,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,32.845833,-105.985278,
ALN,248,KALN,,St. Louis Regional Airport,ALN,Alton,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,38.891667,-90.048333,
ALO,249,KALO,,Waterloo Airport,ALO,Waterloo,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.556111,-92.399722,
ALP,250,OSAP,,Aleppo International Airport,ALP,Aleppo,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,36.185351,37.227073,
ALQ,251,SSAL,,G.Machado Ramos Airport,ALQ,Alegrete,BR,BR_RS,Brazil,BRA,SAME,Rio Grande do Sul,South America,AM,America,1,-29.799722,-55.763333,
ALR,252,NZLX,,Alexandra Airport,ALR,Alexandra,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-45.213889,169.369444,
ALS,253,KALS,,Alamosa Municipal Airport,ALS,Alamosa,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,37.436667,-105.866667,
ALT,254,,,Alenquer Airport,ALT,Alenquer,BR,BR_PA,Brazil,BRA,SAME,Para,South America,AM,America,1,-1.933333,-54.766667,
ALU,255,HCMA,,Alula Airport,ALU,Alula,SO,,Somalia,SOM,SAFR,,Subsaharan Africa,AF,Africa,1,11.966667,50.8,
ALV,256,,,Andorra La Vella Heliport,ALV,Andorra la Vella,AD,,Andorra,AND,SEUR,,Southern Europe,EU,Europe,1,42.5,1.516667,
ALW,257,KALW,,Walla Walla Airport,ALW,Walla Walla,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,46.094722,-118.291111,
ALX,258,KALX,,Thomas C Russell Field,ALX,Alexander City,US,US_AL,U.S.A.,USA,NAME,Alabama,North America,AM,America,1,32.933333,-85.95,
ALY,259,HEAX,,El Nohza Airport,ALY,Alexandria,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,31.192545,29.953059,
ALZ,260,,,Alitak Sea Plane Base,ALZ,Alitak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,56.897686,-154.248486,
AMA,261,KAMA,,Rick Husband Amarillo International Airport,AMA,Amarillo,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,35.218274,-101.705134,
AMB,262,FMNE,,Ambilobe Airport,AMB,Ambilobe,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-13.183333,48.983333,
AMC,263,FTTN,,Am Timan Airport,AMC,Am Timan,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,11.033333,20.283333,
AMD,264,VAAH,,Ahmedabad Airport,AMD,Ahmedabad,IN,INGUJ,India,IND,SASI,Gujarat,South Asia,AS,Asia,1,23.066389,72.624167,
AME,265,,,Alto Molocue Airport,AME,Alto Molocue,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-15.833333,37.583333,
AMF,266,,,Ama Airport,AMF,Ama,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.166667,141.666667,
AMG,267,,,Amboin Airport,AMG,Amboin,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.616667,143.7,
AMH,268,HAAM,,Arba Mintch Airport,AMH,Arba Mintch,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,6.036111,37.576944,
AMI,269,WRRA,,Selaparang Airport,AMI,Mataram,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.563165,116.102375,
AMJ,270,SNAR,,Almenara Airport,AMJ,Almenara,BR,BR_MG,Brazil,BRA,SAME,Minas Gerais,South America,AM,America,1,-16.183333,-40.683333,
AMK,271,,,Animas Air Park,DRO,Durango,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,37.203201,-107.869003,
AML,272,,,Puerto Armuelles Airport,AML,Puerto Armuelles,PA,,Panama,PAN,CAME,,Central America,AM,America,1,8.266667,-82.866667,
AMM,273,OJAI,,Queen Alia International Airport,AMM,Amman,JO,,Jordan,JOR,MIDE,,Middle East,AS,Asia,1,31.722535,35.989318,
AMN,274,KAMN,,Gratiot Community Airport,AMN,Alma,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,43.383333,-84.65,
AMO,275,FTTU,,Mao Airport,AMO,Mao,TD,,Chad,TCD,SAFR,,Subsaharan Africa,AF,Africa,1,14.116667,15.316667,
AMP,276,FMSY,,Ampanihy Airport,AMP,Ampanihy,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-24.7,44.733333,
AMQ,277,WAPP,,Pattimura Airport,AMQ,Ambon,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-3.704996,128.088876,
AMR,278,,,Almeria Rail Station,LEI,Almeria,ES,ESAND,Spain,ESP,SEUR,Andalusia,Southern Europe,EU,Europe,1,36.834446,-2.456111,
AMS,279,EHAM,,Amsterdam Airport Schiphol,AMS,Amsterdam,NL,,Netherlands,NLD,WEUR,,Western Europe,EU,Europe,1,52.309069,4.763385,
